responseid,recordeddate,duration,userlanguage,source,gc,aid,distributionchannel,resi_ny,res_length,zip,cross_1,cross_2,age,gen,gen_text,race,race_his_lat,race_white,race_black,race_native,race_haw,race_e_asian,race_other,race_s_asian,race_pnta,race_text,mar,relig,relig_text,sex,sex_text,lang,lang_text,disab,disab_cog,disab_phys,disab_none,disab_pnta,sch_level,sch_level_text,labor,hh_sn_65,hh_ad_18_64,hh_ch_6_17,hh_ch_3_5,hh_ch_0_2,income,inc_ch,emp_before,emp_before_ft,emp_before_pt,emp_before_gig,emp_before_sb,emp_before_st,emp_before_fl,emp_before_re,emp_before_hm,emp_before_other,emp_before_un,emp_before_text,emp_after,emp_after_ft,emp_after_pt,emp_after_fl,emp_after_sb,emp_after_st,emp_after_gig,emp_after_hm,emp_after_other,emp_after_re,emp_after_un,emp_after_text,wrk,emp_reas,emp_reas_laid,emp_reas_fire,emp_reas_pay,emp_reas_ben,emp_reas_new,emp_reas_covid,emp_reas_re,emp_reas_train,emp_reas_other,emp_reas_na,emp_reas_text,unemp_ben,unemp_tm,unemp_diff,unemp_diff_lang,unemp_diff_nav,unemp_diff_app,unemp_diff_tech,unemp_diff_den,unemp_diff_not_app,unemp_diff_other,unemp_diff_no_diff,unemp_diff_text,res_type,res_type_rent,diff_afford,diff_afford_food,diff_afford_trans,diff_afford_util,diff_afford_rent,diff_afford_internet,diff_afford_hc,diff_afford_cc,diff_afford_tech,diff_afford_none,diff_access,diff_access_food,diff_access_ss,diff_access_trans,diff_access_hous,diff_access_internet,diff_access_hc,diff_access_test,diff_access_cc,diff_access_none,diff_access_tech,insecure,insecure_food_worr,insecure_food_ran_out,insecure_hous,insecure_evict,insecure_none,ins,ins_priv,ins_emp,ins_care,ins_caid,ins_idk,ins_none,trans_drive,trans_taxi,trans_carpool,trans_public_bus,trans_priv_bus,trans_subway,trans_rail,trans_ferry,trans_bike,trans_walk,rate_gov,rate_neigh_gar,rate_neigh_pot,rate_neigh_lib,rate_neigh_pub,rate_neigh_rec,rate_neigh_code,rate_neigh_med,rate_neigh_pol,rate_neigh_pre,lr_stress,lr_stress_fb,lr_stress_np,lr_stress_gov,lr_stress_emp,lr_stress_uni,lr_stress_ff,lr_stress_idk,lr_trans,lr_trans_fb,lr_trans_np,lr_trans_gov,lr_trans_emp,lr_trans_uni,lr_trans_ff,lr_trans_idk,lr_food,lr_food_fb,lr_food_np,lr_food_gov,lr_food_emp,lr_food_uni,lr_food_ff,lr_food_idk,lr_hc,lr_hc_fb,lr_hc_np,lr_hc_gov,lr_hc_emp,lr_hc_uni,lr_hc_ff,lr_hc_idk,lr_util,lr_util_fb,lr_util_np,lr_util_gov,lr_util_emp,lr_util_uni,lr_util_ff,lr_util_idk,lr_cc,lr_cc_fb,lr_cc_np,lr_cc_gov,lr_cc_emp,lr_cc_uni,lr_cc_ff,lr_cc_idk,lr_ec,lr_ec_fb,lr_ec_np,lr_ec_gov,lr_ec_emp,lr_ec_uni,lr_ec_ff,lr_ec_idk,stress_unc,stress_conf,stress_way,stress_pile,safe_home,safe_work,safe_commute,safe_sch,safe_reas,safe_reas_pol_lack,safe_reas_light,safe_reas_pol_pres,safe_reas_drug_alc,safe_reas_news,safe_reas_none,av_crime,av_crime_hc,av_crime_trans,av_crime_sch,av_crime_work,av_crime_pub_space,av_crime_ent,av_crime_shop,av_crime_relig,av_crime_none,pol_local,pol_exp_gen,pol_exp_dist,pol_exp_ment,pol_exp_self,pol_exp_neigh,pol_exp_crime,exp,exp_ab,exp_vi,exp_none,exp_pnta,discrim,stressors,email,phone,any_else,any_else_fut_yes,any_else_fut_no,demographic_na,policy_na,exclusion_reason,borough,bronx,bk,mh,qu,si,neighborhood,completion,gender,sex_orientation,religion,religion_group,lgbtq_bi,lgbtq,bronx_bi,brooklyn_bi,queens_bi,manhattan_bi,staten_island_bi,english_lang,asian,race_census,race_census2,race_census3,hh_size,hh_ad_one,hh_sn_65_bi,hh_ch_6_17_bi,hh_ch_3_5_bi,hh_ch_0_2_bi,hh_ch_0_17_bi,hh_ch_sn,hh_child,hh_elderly,dis,cog_dis,phys_dis,both_dis,hh_disability,edu_cat,sch_level_cat,sch_bach,education,inc_neg,inc_pos,inc_same,below_poverty_bi,inc_dist,inc_ab_med,inc_be_med,inc_level,below_poverty,below_median,wrk_in,emp_status_before,emp_status_after,emp_change,emp_before_part_time,emp_after_part_time,discrim_bi,exp_ab_or_vi,exp_ab_and_vi,rate_neigh_pub_good,rate_neigh_rec_good,rate_neigh_code_good,rate_neigh_pol_good,rate_neigh_pre_good,rate_neigh_pub_bad,rate_neigh_rec_bad,rate_neigh_code_bad,rate_neigh_pol_bad,rate_neigh_pre_bad,rate_gov_bad,rate_gov_good,stress_score,stress_bi,ins_has,lr_fam,lr_gov,lr_fb,lr_np,lr_uni,lr_emp,food_insec,house_insec,fin_insec,res_insec,sev_food_insec,sev_house_insec
r_3s1jkg2g7yi37r0,2023-12-06T02:25:01Z,1356,en,42,99,,99,1,2,11229,,,32,1,,white,0,1,0,0,0,0,0,0,0,,1,1,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,1,0,0,0,2,3,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,1,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,2,3,paying rent/mortgage,0,0,0,1,0,0,0,0,0,social services and/or benefits (e.g. food stamps);housing,0,1,0,1,0,0,0,0,0,0,none of the above,0,0,0,0,1,employer-provided insurance,0,1,0,0,0,0,,,,,,1,,,,,2,2,2,2,2,2,2,2,2,2,community non-profits,0,1,0,0,0,0,0,government agencies,0,0,1,0,0,0,0,my employer/business,0,0,0,1,0,0,0,community non-profits,0,1,0,0,0,0,0,government agencies,0,0,1,0,0,0,0,community non-profits,0,1,0,0,0,0,0,my employer/business,0,0,0,1,0,0,0,2,3,4,3,2,2,2,2,lack of police in my neighborhood;drug and alcohol use in public;local news (print or digital) coverage of crime,1,0,0,1,1,0,using public transportation;going out to evening entertainment/lesiure;going to a place of worship,0,1,0,0,0,1,0,1,0,2,,,,,,,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,,ivanscalisiehi@gmail.com,,"yes, i would like to be contacted for future surveys or modules",1,0,31,181,include,brooklyn,,southern brooklyn,,,,southern brooklyn,0.8674242424242424,male,heterosexual,catholic / catholicism,Christian,,,FALSE,TRUE,FALSE,FALSE,FALSE,English spoken at home,0,white,white,white,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,0,0,1,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0
r_2x6s4iipex2ixn7,2023-12-06T02:59:39Z,869,en,42,99,,99,1,3,10015,kennedy street,,25,1,,"east asian (e.g. chinese, korean, japanese)",0,0,0,0,0,1,0,0,0,,1,7,,1,,1,canton dialect,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,4,,3,0,4,0,0,0,3,1,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,2,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,3,,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,private insurance;medicare;medicaid,1,0,1,1,0,0,3,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,2,4,4,1,2,2,2,2,none of the above,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,3,none,cdevereyks896@gmail.com,828-671-6381,"yes, i would like to be contacted for future surveys or modules",1,0,33,188,include,manhattan,,,,,,,0.9015151515151515,male,heterosexual,no religion/unaffiliated,None/Unaffiliated,,,FALSE,FALSE,FALSE,TRUE,FALSE,Other langugage spoken at home,1,"east asian (e.g. chinese, korean, japanese)",asian,asian,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,associate’s degree,4,0,Less than Bachelor's,0,1,0,1,2,FALSE,TRUE,HH income between $36500 and $69500,Below Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_0xigxzuiatukzmp,2023-12-06T03:00:49Z,6164,en,a,99,,99,1,3,10037,650 lenox avenue,apt. 9-k,65,2,,prefer not to answer,0,0,0,0,0,0,0,0,1,,1,8,,5,,0,,"yes, i currently am living with a physical disability",0,1,0,0,9,,4,1,0,0,0,0,2,1,homemaker,0,0,0,0,0,0,0,1,0,0,,homemaker,0,0,0,0,0,0,1,0,0,0,,5,laid off,1,0,0,0,0,0,0,0,0,0,,4,,other,0,0,0,0,0,0,1,0,,1,1,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,medicare;medicaid,0,0,1,1,0,0,,,,1,,2,,,,,1,1,2,2,1,1,1,1,1,2,my unions,0,0,0,0,1,0,0,not sure/not applicable,0,0,0,0,0,0,1,community non-profits;not sure/not applicable,0,1,0,0,0,0,1,government agencies,0,0,1,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,friends/family,0,0,0,0,0,1,0,1,5,4,1,1,3,5,3,local news (print or digital) coverage of crime,0,0,0,0,1,0,none of the above,0,0,0,0,0,0,0,0,1,4,2,2,1,2,2,3,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,3,none,cloudette49@gmail.com,9177446988,"yes, i would like to be contacted for future surveys or modules",1,0,33,188,include,manhattan,,,central harlem,,,central harlem,0.9090909090909091,female,prefer not to say,prefer not to say,,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,,,,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,TRUE,FALSE,TRUE,FALSE,Household with a disability,other,,,,0,1,0,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,FALSE,employed,employed,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_3mhdifdtpw2pkrf,2023-12-06T05:47:33Z,342,en,48,99,,99,1,3,11201,front st,main st,55,2,,white,0,1,0,0,0,0,0,0,0,,2,2,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,4,0,2,0,0,0,5,3,self employed - small business owner,0,0,0,1,0,0,0,0,0,0,,self employed - small business owner,0,0,0,1,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,4,,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,private insurance,1,0,0,0,0,0,,,,,,1,,,,,3,2,3,1,3,3,5,5,5,2,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,1,5,5,1,1,1,2,1,drug and alcohol use in public;local news (print or digital) coverage of crime,0,0,0,1,1,0,none of the above,0,0,0,0,0,0,0,0,1,3,2,1,2,2,2,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,3,,,,"no, i would not like to be contacted for future surveys or modules",0,1,33,186,include,brooklyn,,northwest brooklyn,,,,northwest brooklyn,0.8901515151515151,female,heterosexual,protestant / protestantism,Christian,,,FALSE,TRUE,FALSE,FALSE,FALSE,English spoken at home,0,white,white,white,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,0,1,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,FALSE,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_1iqb9wwxnxqqkhh,2023-12-06T07:45:47Z,790,en,9,99,,99,1,3,10468,paul,mosholu,65,2,,white,0,1,0,0,0,0,0,0,0,,3,1,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,3,1,0,0,0,0,3,3,retired,0,0,0,0,0,0,1,0,0,0,,retired,0,0,0,0,0,0,0,0,1,0,,5,other,0,0,0,0,0,0,0,0,1,0,retired,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,5,,"food;paying utilities (e.g. electricity, water, gas)",1,0,1,0,0,0,0,0,0,food,1,0,0,0,0,0,0,0,0,0,none of the above,0,0,0,0,1,medicare,0,0,1,0,0,0,1,,,2,,,3,,,,5,3,3,3,1,4,4,2,1,3,not sure/not applicable,0,0,0,0,0,0,1,community non-profits,0,1,0,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,my unions,0,0,0,0,1,0,0,not sure/not applicable,0,0,0,0,0,0,1,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,3,1,5,1,1,3,4,1,none of the above,0,0,0,0,0,1,using public transportation;going shopping/running errands,0,1,0,0,0,0,1,0,0,5,2,1,3,2,2,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,3,motor vehicle crime,,,"no, i would not like to be contacted for future surveys or modules",0,1,33,189,include,bronx,bronx park and fordham,,,,,bronx park and fordham,0.9053030303030303,female,heterosexual,catholic / catholicism,Christian,,,TRUE,FALSE,FALSE,FALSE,FALSE,English spoken at home,0,white,white,white,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,0,1,0,2,FALSE,TRUE,HH income between $36500 and $69500,Above Poverty Level,Below Median Income,FALSE,retired,retired,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
r_czo3ige2hmlugwt,2023-12-06T08:00:01Z,741,en,143,99,,99,1,3,11432,jamaica ave,88th st,44,2,,black or african american,0,0,1,0,0,0,0,0,0,,2,6,christian,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,2,1,0,0,4,3,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,3,laid off,1,0,0,0,0,0,0,0,0,0,,4,,did not have any difficulty accessing unemployment benefits,0,0,0,0,0,0,0,1,,1,3,food;paying rent/mortgage;health care services,1,0,0,1,0,1,0,0,0,food;housing;health care services,1,0,0,1,0,1,0,0,0,0,worried about running out of food;eviction or threat of eviction,1,0,0,1,0,private insurance,1,0,0,0,0,0,,,,2,,,,,3,1,6,4,4,3,4,3,4,4,5,4,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,government agencies,0,0,1,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,3,3,3,3,2,2,3,2,lack of lighting in my neighborhood;local news (print or digital) coverage of crime,0,1,0,0,1,0,using public transportation;spending time in an outdoor public space;going shopping/running errands,0,1,0,0,1,0,1,0,0,3,2,2,1,1,1,,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,1,,dawndrashepherd@yahoo.com,3477521980,"no, i would not like to be contacted for future surveys or modules",0,1,34,188,include,queens,,,,jamaica,,jamaica,0.9090909090909091,female,heterosexual,other,Other,,,FALSE,FALSE,TRUE,FALSE,FALSE,English spoken at home,0,black or african american,black or african american,black or african american,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,0,0,1,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1
r_1ow1gntcl6xi8ri,2023-12-06T08:10:56Z,576526,en,m,99,,99,1,1,11101,40th ave,29th st,32,1,,hispanic or latinx,1,0,0,0,0,0,0,0,0,,2,7,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,3,,4,0,1,0,0,0,5,1,unemployed,0,0,0,0,0,0,0,0,0,1,,unemployed,0,0,0,0,0,0,0,0,0,1,,5,pivoted to a new industry/career;returned to school or job training,0,0,0,0,1,0,0,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,37,include,queens,,,,northwest queens,,northwest queens,0.3143939393939394,male,heterosexual,no religion/unaffiliated,None/Unaffiliated,,,FALSE,FALSE,TRUE,FALSE,FALSE,English spoken at home,0,hispanic or latinx,hispanic or latinx,hispanic or latinx,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,"some college, no degree",3,0,Less than Bachelor's,0,1,0,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,FALSE,unemployed,unemployed,FALSE,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2ci1ib4kdqfto4y,2023-12-06T08:24:56Z,281,es-es,204,99,,99,1,3,11233,atlantic ave,eastern parkway,51,4,,hispanic or latinx,1,0,0,0,0,0,0,0,0,,1,7,,2,,1,español,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,1,,4,1,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,include,brooklyn,,central brooklyn,,,,central brooklyn,0.1856060606060606,non-binary,homosexual,no religion/unaffiliated,None/Unaffiliated,1,LGBTQIA+,FALSE,TRUE,FALSE,FALSE,FALSE,Other langugage spoken at home,0,hispanic or latinx,hispanic or latinx,hispanic or latinx,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,no high school diploma or equivalent,1,0,Less than Bachelor's,0,0,1,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,FALSE,,,,,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_231ssmavs5sy78w,2023-12-06T10:51:53Z,690,en,38,99,,99,1,3,10029,101st street,1st ave,41,2,,hispanic or latinx,1,0,0,0,0,0,0,0,0,,1,1,,1,,1,spanish,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,4,,4,0,2,0,0,0,3,1,"self employed - freelance, independent contractor, consultant",0,0,0,0,0,1,0,0,0,0,,"self employed - freelance, independent contractor, consultant",0,0,1,0,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not have any difficulty accessing unemployment benefits,0,0,0,0,0,0,0,1,,1,3,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,medicaid,0,0,0,1,0,0,,,,2,,3,,,,1,4,4,5,5,3,5,5,5,3,3,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,government agencies,0,0,1,0,0,0,0,my employer/business,0,0,0,1,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,1,5,4,2,1,1,3,3,lack of lighting in my neighborhood;drug and alcohol use in public;local news (print or digital) coverage of crime,0,1,0,1,1,0,using public transportation,0,1,0,0,0,0,0,0,0,3,2,2,2,2,3,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,3,,,,"no, i would not like to be contacted for future surveys or modules",0,1,34,189,include,manhattan,,,east harlem,,,east harlem,0.9053030303030303,female,heterosexual,catholic / catholicism,Christian,,,FALSE,FALSE,FALSE,TRUE,FALSE,Other langugage spoken at home,0,hispanic or latinx,hispanic or latinx,hispanic or latinx,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,associate’s degree,4,0,Less than Bachelor's,0,1,0,1,2,FALSE,TRUE,HH income between $36500 and $69500,Below Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
r_1nryqfwvpsjssry,2023-12-06T11:27:35Z,2458,en,147,99,,99,1,1,11102,31st ave,30th drive,18,2,,"east asian (e.g. chinese, korean, japanese)",0,0,0,0,0,1,0,0,0,,1,1,,4,straight,1,filipino,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,9,,4,0,2,2,0,0,2,1,unemployed,0,0,0,0,0,0,0,0,0,1,,student,0,0,0,0,1,0,0,0,0,0,,5,other,0,0,0,0,0,0,0,0,1,0,,4,,other,0,0,0,0,0,0,1,0,,2,4,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,medicaid,0,0,0,1,0,0,,,,3,,2,,,,1,3,2,5,5,3,5,5,2,3,4,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,151,include,queens,,,,northwest queens,,northwest queens,0.7537878787878788,female,"something else, please specify",catholic / catholicism,Christian,1,LGBTQIA+,FALSE,FALSE,TRUE,FALSE,FALSE,Other langugage spoken at home,1,"east asian (e.g. chinese, korean, japanese)",asian,asian,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,other,,,,0,1,0,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,FALSE,unemployed,student,TRUE,0,1,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_2zdnclwvbxwbn6e,2023-12-06T12:23:16Z,11260,en,a,99,,99,1,3,11221,patchen ave,lexington ave,60,2,,black or african american,0,0,1,0,0,0,0,0,0,,2,2,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,2,1,4,3,0,0,5,1,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,1,4,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,employer-provided insurance,0,1,0,0,0,0,1,2,,,,,,,,,2,2,4,2,3,2,4,2,2,4,community non-profits;my employer/business;friends/family,0,1,0,1,0,1,0,government agencies,0,0,1,0,0,0,0,faith-based organizations;community non-profits;friends/family,1,1,0,0,0,1,0,community non-profits;government agencies,0,1,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,faith-based organizations;community non-profits;friends/family,1,1,0,0,0,1,0,faith-based organizations;community non-profits;friends/family,1,1,0,0,0,1,0,3,4,4,2,1,2,3,3,lack of lighting in my neighborhood;police presence in my neighborhood,0,1,1,0,0,0,spending time in an outdoor public space;going out to evening entertainment/lesiure,0,0,0,0,1,1,0,0,0,3,2,2,1,2,3,1,"yes, i have experienced verbal abuse",1,0,0,0,2,,,,"no, i would not like to be contacted for future surveys or modules",0,1,33,188,include,brooklyn,,bushwick and williamsburg,,,,bushwick and williamsburg,0.8977272727272727,female,heterosexual,protestant / protestantism,Christian,,,FALSE,TRUE,FALSE,FALSE,FALSE,English spoken at home,0,black or african american,black or african american,black or african american,8,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Has children in household,Has senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,1,0,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,FALSE,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
